Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
830,Callum Hudson-Odoi,eng ENG,FW,Nott'ham Forest,eng Premier League,24.0,2000,4,4,308,3.4,1,0,1,1,0,0,0,0,0.4,0.4,0.6,0.9,0.29,0.27,14,10,36,4,3,75.0,1.17,0.88,0.25,0.33,19.6,0,0,0,0.4,0.4,0.09,+0.6,+0.6,108,132,81.8,1474,233,0,0.6,0.4,-0.6,5,3,5,2,10,127,5,2,0,1,16,2,1,0,0,0,108,1,1,1,0,0,2,0.0,2,0,0,0,1,2,1,0,8,2.34,8,0,0,0,0,0,0,0.00,154,1,8,38,109,10,154,11,2,18.2,6,54.5,97,729,403,14,6,4,3,4,131,36,0,0,0,2,3,0,16,1,1,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,30.0,1995,4,4,319,3.5,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.6,0.00,0.18,1,22,3,3,0,0.0,0.85,0.00,0.00,,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,97,123,78.9,1547,606,0,0.5,0.5,-0.5,5,9,6,1,22,115,8,5,0,0,10,0,3,2,1,0,97,5,3,0,2,3,7,71.4,2,2,2,0,2,7,9,0,8,2.26,6,2,0,0,0,0,0,0.00,153,8,35,82,37,3,153,1,0,0.0,1,100.0,60,226,137,1,1,0,1,2,82,3,3,0,0,7,4,0,10,2,3,0,0,0,12,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,Dean Huijsen,es ESP,DF,Real Madrid,es La Liga,20.0,2005,4,4,301,3.3,0,1,1,0,0,0,1,1,0.2,0.2,1.0,1.2,0.30,0.35,7,30,3,5,1,20.0,1.50,0.30,0.00,0.00,25.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,256,290,88.3,5521,1858,1,1.0,0.8,0.0,4,44,0,0,30,283,7,5,0,5,1,1,0,0,0,0,256,6,3,2,4,0,4,75.0,1,0,0,0,4,10,17,0,8,2.39,8,0,0,0,0,0,1,0.30,330,15,61,219,50,9,330,0,0,,0,,235,1171,743,7,6,2,1,0,244,3,1,1,0,6,3,0,1,4,3,0,0,0,14,12,4,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Trai Hume,nir NIR,DF,Sunderland,eng Premier League,23.0,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.00,0.05,3,17,15,2,0,0.0,0.50,0.00,0.00,,24.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,147,219,67.1,2202,888,0,0.2,0.2,-0.2,4,16,4,1,17,177,42,3,0,1,18,31,8,5,0,1,147,11,7,4,5,2,7,85.7,1,3,0,3,4,15,10,0,9,2.25,6,1,0,1,0,1,0,0.00,259,7,63,132,66,2,259,5,2,40.0,3,60.0,110,453,274,3,4,0,1,1,136,15,0,0,0,1,2,0,18,4,7,0,0,0,10,13,8,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Denis Huseinbasic,ba BIH,MF,Köln,de Bundesliga,24.0,2001,1,1,58,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.33,1,2,0,1,0,0.0,1.55,0.00,0.00,,12.5,0,0,0,0.2,0.2,0.21,-0.2,-0.2,18,23,78.3,264,91,0,0.0,0.0,0.0,0,1,0,0,2,23,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,1,1.55,1,0,0,0,0,0,0,0.00,26,0,3,19,4,1,26,0,0,,0,,17,92,53,1,1,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Omari Hutchinson,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,21.0,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,1.65,1,0,5,2,0,0.0,16.36,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.10,-0.2,-0.2,7,10,70.0,93,10,0,0.0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,14,1,3,3,8,2,14,0,0,,0,,9,56,22,1,0,0,0,0,10,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Kwon Hyeokkyu,kr KOR,MF,Nantes,fr Ligue 1,24.0,2001,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,38,43,88.4,749,105,0,0.0,0.0,0.0,0,1,0,0,0,40,2,2,0,0,0,0,0,0,0,0,38,3,0,3,0,0,5,40.0,3,5,3,2,0,3,3,0,0,0.00,0,0,0,0,0,0,0,0.00,55,10,36,19,0,0,55,0,0,,0,,28,166,33,0,0,0,1,1,37,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Elseid Hysaj,al ALB,DF,Lazio,it Serie A,31.0,1994,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,5,100.0,79,26,0,0.0,0.0,0.0,0,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,5,0,1,3,1,0,5,0,0,,0,,4,21,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Hong Hyunseok,kr KOR,MF,Nantes,fr Ligue 1,26.0,1999,4,2,180,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.00,0.21,1,6,3,3,2,66.7,1.50,1.00,0.00,0.00,20.7,0,0,0,0.4,0.4,0.14,-0.4,-0.4,43,63,68.3,637,164,0,0.0,0.0,0.0,0,6,0,0,6,55,8,2,1,0,10,0,5,4,1,0,43,6,4,2,3,1,7,71.4,2,2,0,2,2,8,3,0,4,2.00,3,1,0,0,0,0,1,0.50,81,4,22,39,20,4,81,1,1,100.0,0,0.0,37,196,105,1,1,0,1,2,38,3,0,0,0,0,0,0,10,2,4,0,0,0,10,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19.0,2006,3,3,269,3.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.00,0.00,0,21,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,205,221,92.8,3815,1547,0,0.0,0.0,0.0,0,12,0,0,21,202,18,4,0,1,0,5,0,0,0,0,205,2,2,1,1,0,4,25.0,3,3,3,0,3,5,10,0,0,0.00,0,0,0,0,0,0,0,0.00,238,33,110,125,3,0,238,1,1,100.0,0,0.0,164,462,242,0,0,0,2,0,174,0,2,1,1,5,3,0,0,3,2,0,0,0,17,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Pierre Højbjerg,dk DEN,MF,Marseille,fr Ligue 1,30.0,1995,4,3,300,3.3,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,0.30,0.27,6,22,6,9,2,22.2,2.70,0.60,0.11,0.50,13.4,0,0,0,0.8,0.8,0.08,+0.2,+0.2,271,292,92.8,4408,1151,0,0.1,0.2,-0.1,1,36,2,0,22,284,7,5,0,1,3,1,0,0,0,0,271,1,0,0,0,1,3,0.0,3,1,0,1,3,4,4,1,7,2.10,7,0,0,0,0,0,0,0.00,315,6,41,217,59,11,315,3,2,66.7,1,33.3,200,774,337,6,5,0,3,0,264,6,0,0,0,4,3,0,3,3,0,0,0,0,17,5,2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,Oscar Højlund,dk DEN,MF,Eint Frankfurt,de Bundesliga,20.0,2005,3,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,2,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,31,35,88.6,507,117,0,0.0,0.0,0.0,0,0,0,0,2,32,3,3,0,0,0,0,0,0,0,0,31,4,2,2,1,1,3,66.7,1,1,1,0,1,5,1,0,1,1.03,1,0,0,0,0,0,0,0.00,46,2,14,22,10,1,46,1,0,0.0,1,100.0,18,45,8,0,0,0,0,2,25,1,0,0,0,2,0,0,0,1,2,0,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Rasmus Højlund,dk DEN,FW,Napoli,it Serie A,22.0,2003,1,1,72,0.8,1,0,1,1,0,0,0,0,1.0,1.0,0.2,1.2,1.25,1.53,2,1,7,2,1,50.0,2.50,1.25,0.50,1.00,7.6,0,0,0,1.0,1.0,0.50,0.0,0.0,14,17,82.4,222,25,0,0.2,0.6,-0.2,1,0,0,0,1,16,1,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,3,3.75,2,0,0,1,0,0,1,1.25,26,1,2,12,12,5,26,1,1,100.0,0,0.0,16,93,69,2,2,2,2,1,23,7,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Edoardo Iannoni,it ITA,MF,Sassuolo,it Serie A,24.0,2001,1,0,9,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.67,0,2,0,1,0,0.0,10.00,0.00,0.00,,12.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,4,4,100.0,90,26,0,0.0,0.0,0.0,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,7,0,1,2,4,2,7,0,0,,0,,4,12,5,0,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Pablo Ibáñez,es ESP,MF,Alavés,es La Liga,26.0,1998,4,4,301,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0.00,0.02,8,16,11,3,0,0.0,0.90,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,130,159,81.8,2150,420,0,0.0,0.1,0.0,0,15,0,0,16,150,9,5,0,2,6,2,0,0,0,0,130,8,3,1,5,2,9,44.4,5,3,1,2,3,11,4,0,5,1.50,4,0,0,1,0,0,1,0.30,206,6,35,127,48,1,206,12,3,25.0,8,66.7,116,605,220,8,3,0,8,4,141,11,2,0,0,4,10,0,6,3,3,0,0,0,17,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Arijon Ibrahimović,de GER,"FW,MF",Heidenheim,de Bundesliga,19.0,2005,3,3,207,2.3,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.00,0.25,3,5,5,2,1,50.0,0.87,0.43,0.00,0.00,17.0,0,0,0,0.5,0.5,0.25,-0.5,-0.5,49,69,71.0,853,217,0,0.1,0.1,-0.1,3,2,0,0,5,60,8,0,0,0,4,2,4,1,2,0,49,3,1,2,1,0,7,42.9,4,4,0,4,1,4,5,0,6,2.61,3,2,1,0,0,0,0,0.00,98,3,27,41,33,5,98,6,2,33.3,4,66.7,40,299,103,3,3,2,5,3,53,5,0,0,0,2,0,0,4,1,1,0,0,0,11,5,1,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Riyad Idrissi,it ITA,DF,Cagliari,it Serie A,20.0,2005,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,10,13,76.9,116,57,0,0.0,0.0,0.0,0,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,2,7.50,1,0,0,0,1,0,0,0.00,16,0,9,6,1,0,16,1,0,0.0,1,100.0,8,28,11,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Stanis Idumbo,be BEL,MF,Sevilla,es La Liga,20.0,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.23,4,1,2,1,0,0.0,2.00,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,7,11,63.6,77,28,0,0.1,0.0,-0.1,1,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,1,0.0,1,0,0,0,0,1,1,0,1,2.00,1,0,0,0,0,0,0,0.00,18,1,7,3,8,2,18,1,0,0.0,1,100.0,9,93,63,4,2,1,1,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Jay Idzes,id IDN,DF,Sassuolo,it Serie A,25.0,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,134,142,94.4,2749,842,0,0.0,0.0,0.0,0,2,0,0,9,138,4,3,0,1,0,1,0,0,0,0,134,1,1,0,1,0,0,,0,2,1,1,0,1,10,0,2,1.00,2,0,0,0,0,0,0,0.00,156,13,81,74,1,0,156,0,0,,0,,100,339,173,2,0,0,0,0,118,0,0,0,0,3,1,0,0,0,1,0,0,0,8,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Hamza Igamane,ma MAR,"FW,MF",Lille,fr Ligue 1,22.0,2002,2,0,75,0.8,2,0,2,2,0,0,0,0,1.7,1.7,0.1,1.8,2.40,2.20,3,2,1,5,3,60.0,6.00,3.60,0.40,0.67,12.7,0,0,0,1.7,1.7,0.34,+0.3,+0.3,14,23,60.9,178,67,0,0.1,0.1,-0.1,1,1,1,0,2,22,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,4,4.80,1,0,2,1,0,0,1,1.20,32,0,0,16,18,6,32,5,3,60.0,2,40.0,16,108,57,3,2,1,0,3,21,1,0,0,0,2,0,2,0,0,1,0,0,0,4,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Iglesias,es ESP,DF,Getafe,es La Liga,27.0,1998,4,3,294,3.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.02,2,10,10,1,1,100.0,0.31,0.31,0.00,0.00,18.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,78,116,67.2,1433,638,0,0.0,0.1,0.0,0,10,3,2,10,77,39,7,0,2,4,32,0,0,0,0,78,10,7,6,4,0,8,50.0,4,6,2,4,3,13,16,0,3,0.92,2,1,0,0,0,0,0,0.00,170,17,59,78,34,3,170,4,1,25.0,3,75.0,59,237,88,2,0,2,11,2,70,10,0,0,0,5,7,0,4,3,7,0,0,1,7,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Borja Iglesias,es ESP,FW,Celta Vigo,es La Liga,32.0,1993,5,1,170,1.9,2,0,2,1,1,1,0,0,1.2,0.4,0.4,0.8,0.53,0.85,5,5,12,4,1,25.0,2.12,0.53,0.25,1.00,22.1,0,1,1,1.2,0.4,0.09,+0.8,+0.6,37,48,77.1,544,132,0,0.4,0.3,-0.4,4,6,0,0,5,44,4,0,0,0,0,0,0,0,0,0,37,1,1,1,0,0,1,100.0,0,0,0,0,0,1,2,0,7,3.75,7,0,0,0,0,0,0,0.00,59,2,7,33,20,9,58,2,2,100.0,0,0.0,29,124,54,5,1,2,2,3,47,12,0,0,0,4,3,2,0,0,1,0,0,0,2,4,1,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,George Ilenikhena,ng NGA,"FW,MF",Monaco,fr Ligue 1,19.0,2006,3,0,35,0.4,1,0,1,1,0,0,0,0,0.0,0.0,0.3,0.4,2.57,0.91,1,4,2,1,1,100.0,2.57,2.57,1.00,1.00,15.1,0,0,0,0.0,0.0,0.02,+1.0,+1.0,8,9,88.9,104,35,0,0.3,0.1,-0.3,3,0,4,0,4,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,5,12.86,5,0,0,0,0,0,1,2.57,13,0,0,2,11,2,13,1,1,100.0,0,0.0,6,28,22,1,1,0,1,1,11,2,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Andrej Ilic,rs SRB,FW,Union Berlin,de Bundesliga,25.0,2000,3,3,270,3.0,0,1,1,0,0,0,1,0,2.1,2.1,0.2,2.3,0.33,0.76,3,5,14,12,3,25.0,4.00,1.00,0.00,0.00,9.1,0,0,0,2.1,2.1,0.17,-2.1,-2.1,33,54,61.1,436,145,1,0.2,0.2,+0.8,2,2,1,1,5,53,1,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0,3,0.0,3,3,1,2,0,0,2,0,6,2.00,2,0,0,4,0,0,2,0.67,84,3,9,37,38,15,84,1,1,100.0,0,0.0,41,167,51,3,0,1,8,4,61,14,1,0,0,4,1,2,2,0,0,0,0,0,8,18,27,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Ivan Ilić,rs SRB,MF,Torino,it Serie A,24.0,2001,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.06,2,4,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,26,32,81.3,447,128,0,0.1,0.1,-0.1,1,3,1,0,4,31,1,1,0,0,0,0,0,0,0,0,26,3,2,1,2,0,1,100.0,0,0,0,0,1,4,2,0,3,2.65,3,0,0,0,0,0,0,0.00,43,2,8,25,12,3,43,2,1,50.0,1,50.0,31,122,53,2,1,0,1,1,30,3,0,0,0,2,0,0,0,1,2,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Luka Ilić,rs SRB,"MF,FW",Oviedo,es La Liga,26.0,1999,4,4,309,3.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0.00,0.02,1,7,5,2,1,50.0,0.58,0.29,0.00,0.00,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,64,83,77.1,1089,256,0,0.0,0.3,0.0,0,5,2,0,7,78,4,3,1,0,2,0,1,1,0,0,64,6,3,2,4,0,13,38.5,8,8,3,5,4,10,6,0,0,0.00,0,0,0,0,0,0,0,0.00,124,11,37,61,26,2,124,5,0,0.0,5,100.0,54,162,59,1,1,1,6,3,67,5,2,0,0,4,3,0,2,4,3,0,0,0,9,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Emirhan İlkhan,tr TUR,MF,Torino,it Serie A,21.0,2004,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,30,33,90.9,565,84,0,0.0,0.0,0.0,0,0,0,0,1,29,4,4,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,34,1,13,20,1,1,34,0,0,,0,,19,111,33,1,0,1,0,1,26,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Ciro Immobile,it ITA,FW,Bologna,it Serie A,35.0,1990,1,1,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,4,9,44.4,62,13,0,0.0,0.0,0.0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,11,0,2,9,1,0,11,0,0,,0,,3,5,0,0,1,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Cyriaque Irié,bf BFA,FW,Freiburg,de Bundesliga,20.0,2005,1,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.09,0,2,6,1,0,0.0,2.90,0.00,0.00,,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,13,15,86.7,224,73,0,0.0,0.0,0.0,0,1,1,0,2,15,0,0,0,0,0,0,0,0,0,0,13,1,1,1,0,0,0,,0,0,0,0,0,1,0,0,3,8.71,2,0,1,0,0,0,0,0.00,21,0,5,6,10,1,21,3,1,33.3,2,66.7,10,79,17,0,0,0,1,2,14,6,1,0,0,2,1,1,0,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Tim Iroegbunam,eng ENG,MF,Everton,eng Premier League,22.0,2003,4,3,220,2.4,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,0.00,0.06,1,6,2,3,0,0.0,1.23,0.00,0.00,,24.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,46,64,71.9,783,176,0,0.0,0.0,0.0,0,4,0,0,6,64,0,0,0,1,0,0,0,0,0,0,46,3,2,2,1,0,3,100.0,0,7,5,2,5,8,2,0,1,0.41,0,0,1,0,0,0,0,0.00,94,9,25,54,17,0,94,4,2,50.0,2,50.0,44,185,98,1,1,0,1,2,47,2,3,0,0,5,3,0,0,5,2,0,0,0,13,5,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Andy Irving,sct SCO,MF,West Ham,eng Premier League,25.0,2000,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.16,0,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,17,22,77.3,345,56,0,0.0,0.1,0.0,1,3,0,0,4,14,8,2,0,0,5,1,5,3,0,0,17,3,2,2,1,0,3,100.0,0,1,1,0,0,3,1,0,1,3.46,0,1,0,0,0,0,0,0.00,28,1,6,9,14,0,28,0,0,,0,,9,35,14,0,2,0,0,0,8,0,0,0,0,0,0,0,5,0,2,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Gustav Isaksen,dk DEN,FW,Lazio,it Serie A,24.0,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,4,75.0,74,0,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,5,0,0,2,3,0,5,1,0,0.0,1,100.0,3,17,7,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Wilson Isidor,fr FRA,FW,Sunderland,eng Premier League,25.0,2000,4,1,158,1.8,2,0,2,2,0,0,0,0,0.4,0.4,0.0,0.4,1.14,0.22,1,3,7,7,3,42.9,3.99,1.71,0.29,0.67,16.0,0,0,0,0.4,0.4,0.06,+1.6,+1.6,9,12,75.0,126,77,0,0.0,0.0,0.0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,9,3,1,1,1,1,0,,0,1,1,0,0,3,1,0,1,0.57,1,0,0,0,0,0,0,0.00,32,3,5,9,19,9,32,5,0,0.0,5,100.0,17,86,28,1,0,2,1,1,22,7,0,0,0,2,0,1,0,0,1,0,0,0,2,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Ardian Ismajli,al ALB,DF,Torino,it Serie A,28.0,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,16,18,88.9,234,68,0,0.0,0.0,0.0,0,0,0,0,0,11,7,0,0,0,0,1,0,0,0,0,16,1,1,1,0,0,1,100.0,0,2,1,1,0,1,9,0,0,0.00,0,0,0,0,0,0,0,0.00,30,14,23,8,0,0,30,0,0,,0,,9,45,11,0,0,0,0,0,11,0,1,0,0,1,3,0,0,0,1,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
